stars_join,reg_date,crawl_date,view_cnt,stars,title,webtoon_id,author,ep_id
266,2015.03.09,2015.07.27,8504,9.92,디드롭스 (D.drops),641353,santa4ce,7
244,2015.03.16,2015.07.27,8265,9.91,디드롭스 (D.drops),641353,santa4ce,8
229,2015.03.23,2015.07.27,8817,9.92,디드롭스 (D.drops),641353,santa4ce,9
238,2015.03.30,2015.07.27,8600,9.92,디드롭스 (D.drops),641353,santa4ce,10
251,2015.04.06,2015.07.27,8058,9.93,디드롭스 (D.drops),641353,santa4ce,11
225,2015.04.13,2015.07.27,7485,9.92,디드롭스 (D.drops),641353,santa4ce,12
207,2015.04.20,2015.07.27,6367,9.91,디드롭스 (D.drops),641353,santa4ce,13
209,2015.04.27,2015.07.27,6450,9.91,디드롭스 (D.drops),641353,santa4ce,14
203,2015.05.04,2015.07.27,5281,9.82,디드롭스 (D.drops),641353,santa4ce,15
176,2015.05.11,2015.07.27,5094,9.91,디드롭스 (D.drops),641353,santa4ce,16
192,2015.05.18,2015.07.27,5532,9.86,디드롭스 (D.drops),641353,santa4ce,17
181,2015.06.01,2015.07.27,4624,9.90,디드롭스 (D.drops),641353,santa4ce,18
184,2015.06.15,2015.07.27,5363,9.86,디드롭스 (D.drops),641353,santa4ce,19
187,2015.06.29,2015.07.27,3375,9.80,디드롭스 (D.drops),641353,santa4ce,20
170,2015.07.13,2015.07.27,4513,9.84,디드롭스 (D.drops),641353,santa4ce,21
119,2015.07.27,2015.07.27,1636,9.84,디드롭스 (D.drops),641353,santa4ce,22
185,2015.03.30,2015.07.27,22479,9.39,GO! 신나고,577683,answer214,18
165,2015.04.06,2015.07.27,18309,9.40,GO! 신나고,577683,answer214,19
151,2015.04.13,2015.07.27,16850,9.38,GO! 신나고,577683,answer214,20
139,2015.04.20,2015.07.27,17766,9.35,GO! 신나고,577683,answer214,21
128,2015.04.27,2015.07.27,16111,9.61,GO! 신나고,577683,answer214,22
139,2015.05.04,2015.07.27,16317,9.55,GO! 신나고,577683,answer214,23
117,2015.05.11,2015.07.27,15766,9.51,GO! 신나고,577683,answer214,24
123,2015.05.18,2015.07.27,15669,9.70,GO! 신나고,577683,answer214,25
132,2015.05.25,2015.07.27,15274,9.73,GO! 신나고,577683,answer214,26
200,2015.06.01,2015.07.27,18254,9.72,GO! 신나고,577683,answer214,27
158,2015.06.08,2015.07.27,14166,9.66,GO! 신나고,577683,answer214,28
163,2015.06.15,2015.07.27,13504,9.90,GO! 신나고,577683,answer214,29
181,2015.06.22,2015.07.27,13442,9.90,GO! 신나고,577683,answer214,30
108,2015.06.29,2015.07.27,13545,9.75,GO! 신나고,577683,answer214,31
91,2015.07.06,2015.07.27,9709,9.51,GO! 신나고,577683,answer214,32
85,2015.07.13,2015.07.27,8815,9.79,GO! 신나고,577683,answer214,33
79,2015.07.20,2015.07.27,9220,9.66,GO! 신나고,577683,answer214,34
51,2015.07.27,2015.07.27,3643,9.65,GO! 신나고,577683,answer214,35
319,2015.03.15,2015.07.27,13215,9.91,"그래, 가끔 하늘을 보자",650908,buruge,2
300,2015.03.16,2015.07.27,13310,9.92,"그래, 가끔 하늘을 보자",650908,buruge,3
265,2015.03.17,2015.07.27,12321,9.93,"그래, 가끔 하늘을 보자",650908,buruge,4
246,2015.03.21,2015.07.27,11757,9.93,"그래, 가끔 하늘을 보자",650908,buruge,5
260,2015.03.23,2015.07.27,11248,9.93,"그래, 가끔 하늘을 보자",650908,buruge,6
270,2015.03.29,2015.07.27,11212,9.90,"그래, 가끔 하늘을 보자",650908,buruge,7
246,2015.04.06,2015.07.27,11728,9.93,"그래, 가끔 하늘을 보자",650908,buruge,8
245,2015.04.13,2015.07.27,11092,9.93,"그래, 가끔 하늘을 보자",650908,buruge,9
239,2015.04.20,2015.07.27,11738,9.89,"그래, 가끔 하늘을 보자",650908,buruge,10
290,2015.04.27,2015.07.27,11406,9.88,"그래, 가끔 하늘을 보자",650908,buruge,11
250,2015.05.04,2015.07.27,10415,9.89,"그래, 가끔 하늘을 보자",650908,buruge,12
246,2015.05.11,2015.07.27,10796,9.89,"그래, 가끔 하늘을 보자",650908,buruge,13
266,2015.05.18,2015.07.27,11064,9.86,"그래, 가끔 하늘을 보자",650908,buruge,14
268,2015.05.25,2015.07.27,10240,9.90,"그래, 가끔 하늘을 보자",650908,buruge,15
354,2015.05.31,2015.07.27,11160,9.90,"그래, 가끔 하늘을 보자",650908,buruge,16
311,2015.06.08,2015.07.27,11682,9.85,"그래, 가끔 하늘을 보자",650908,buruge,17
278,2015.06.15,2015.07.27,10648,9.84,"그래, 가끔 하늘을 보자",650908,buruge,18
270,2015.06.29,2015.07.27,8135,9.89,"그래, 가끔 하늘을 보자",650908,buruge,19
280,2015.07.06,2015.07.27,8483,9.90,"그래, 가끔 하늘을 보자",650908,buruge,20
214,2015.07.13,2015.07.27,5759,9.87,"그래, 가끔 하늘을 보자",650908,buruge,21
225,2015.07.20,2015.07.27,5192,9.83,"그래, 가끔 하늘을 보자",650908,buruge,23
112,2015.07.27,2015.07.27,1706,9.72,"그래, 가끔 하늘을 보자",650908,buruge,24
1090,2015.04.28,2015.07.27,74866,9.88,꽃이 피면 우리는,549034,eun_keke,12
1062,2015.05.05,2015.07.27,48731,9.88,꽃이 피면 우리는,549034,eun_keke,13
927,2015.05.12,2015.07.27,44688,9.90,꽃이 피면 우리는,549034,eun_keke,14
886,2015.05.19,2015.07.27,43413,9.89,꽃이 피면 우리는,549034,eun_keke,15
976,2015.05.25,2015.07.27,41389,9.89,꽃이 피면 우리는,549034,eun_keke,16
862,2015.06.09,2015.07.27,40337,9.89,꽃이 피면 우리는,549034,eun_keke,17
753,2015.06.26,2015.07.27,29542,9.89,꽃이 피면 우리는,549034,eun_keke,18
739,2015.07.14,2015.07.27,22249,9.90,꽃이 피면 우리는,549034,eun_keke,19
455,2015.07.27,2015.07.27,12627,9.87,꽃이 피면 우리는,549034,eun_keke,20
3104,2013.01.30,2015.07.27,151564,9.89,외국 in 한국,536153,wae_hangook,2
2949,2013.02.01,2015.07.27,135314,9.91,외국 in 한국,536153,wae_hangook,3
2912,2013.02.04,2015.07.27,128213,9.91,외국 in 한국,536153,wae_hangook,4
3342,2013.02.06,2015.07.27,124350,9.93,외국 in 한국,536153,wae_hangook,5
3186,2013.02.08,2015.07.27,122357,9.93,외국 in 한국,536153,wae_hangook,6
2977,2013.02.10,2015.07.27,116996,9.92,외국 in 한국,536153,wae_hangook,7
2968,2013.02.11,2015.07.27,118853,9.91,외국 in 한국,536153,wae_hangook,8
2913,2013.02.13,2015.07.27,115007,9.90,외국 in 한국,536153,wae_hangook,9
2730,2013.02.15,2015.07.27,113154,9.93,외국 in 한국,536153,wae_hangook,10
3539,2013.02.18,2015.07.27,110902,9.94,외국 in 한국,536153,wae_hangook,11
3169,2013.02.20,2015.07.27,109148,9.93,외국 in 한국,536153,wae_hangook,12
2814,2013.02.22,2015.07.27,107712,9.93,외국 in 한국,536153,wae_hangook,13
3196,2013.02.25,2015.07.27,106099,9.94,외국 in 한국,536153,wae_hangook,14
2760,2013.02.27,2015.07.27,105160,9.92,외국 in 한국,536153,wae_hangook,15
2871,2013.03.01,2015.07.27,103041,9.93,외국 in 한국,536153,wae_hangook,16
3169,2013.03.04,2015.07.27,100848,9.94,외국 in 한국,536153,wae_hangook,18
2956,2013.03.06,2015.07.27,99031,9.93,외국 in 한국,536153,wae_hangook,19
2904,2013.03.08,2015.07.27,98312,9.92,외국 in 한국,536153,wae_hangook,20
3056,2013.03.11,2015.07.27,97887,9.93,외국 in 한국,536153,wae_hangook,21
3102,2013.03.13,2015.07.27,96914,9.92,외국 in 한국,536153,wae_hangook,22
2992,2013.03.15,2015.07.27,96523,9.92,외국 in 한국,536153,wae_hangook,23
2955,2013.03.18,2015.07.27,96338,9.91,외국 in 한국,536153,wae_hangook,24
2880,2013.03.20,2015.07.27,95685,9.92,외국 in 한국,536153,wae_hangook,25
2784,2013.03.22,2015.07.27,94858,9.92,외국 in 한국,536153,wae_hangook,26
2784,2013.03.25,2015.07.27,94959,9.92,외국 in 한국,536153,wae_hangook,27
2710,2013.03.27,2015.07.27,94622,9.91,외국 in 한국,536153,wae_hangook,28
2634,2013.03.29,2015.07.27,93938,9.90,외국 in 한국,536153,wae_hangook,29
2787,2013.04.01,2015.07.27,92933,9.91,외국 in 한국,536153,wae_hangook,30
2731,2013.04.03,2015.07.27,92538,9.90,외국 in 한국,536153,wae_hangook,31
3114,2013.04.05,2015.07.27,92066,9.91,외국 in 한국,536153,wae_hangook,32
3027,2013.04.08,2015.07.27,91700,9.92,외국 in 한국,536153,wae_hangook,33
2943,2013.04.10,2015.07.27,91104,9.91,외국 in 한국,536153,wae_hangook,34
2759,2013.04.12,2015.07.27,91250,9.91,외국 in 한국,536153,wae_hangook,35
3596,2013.04.15,2015.07.27,95018,9.91,외국 in 한국,536153,wae_hangook,36
3591,2013.04.17,2015.07.27,93283,9.91,외국 in 한국,536153,wae_hangook,37
3166,2013.04.19,2015.07.27,91112,9.90,외국 in 한국,536153,wae_hangook,38
3246,2013.04.22,2015.07.27,89504,9.90,외국 in 한국,536153,wae_hangook,39
3102,2013.04.24,2015.07.27,90031,9.90,외국 in 한국,536153,wae_hangook,41
2774,2013.04.26,2015.07.27,87735,9.90,외국 in 한국,536153,wae_hangook,42
2699,2013.04.29,2015.07.27,87212,9.88,외국 in 한국,536153,wae_hangook,43
3091,2013.05.01,2015.07.27,87871,9.90,외국 in 한국,536153,wae_hangook,44
3728,2013.05.03,2015.07.27,87688,9.91,외국 in 한국,536153,wae_hangook,45
2846,2013.05.06,2015.07.27,85143,9.88,외국 in 한국,536153,wae_hangook,46
2887,2013.05.08,2015.07.27,84975,9.89,외국 in 한국,536153,wae_hangook,47
2669,2013.05.10,2015.07.27,84684,9.88,외국 in 한국,536153,wae_hangook,48
3150,2013.05.13,2015.07.27,83974,9.90,외국 in 한국,536153,wae_hangook,49
3894,2013.05.15,2015.07.27,82641,9.92,외국 in 한국,536153,wae_hangook,50
2901,2013.05.17,2015.07.27,82814,9.88,외국 in 한국,536153,wae_hangook,51
2793,2013.05.20,2015.07.27,79556,9.88,외국 in 한국,536153,wae_hangook,52
2528,2013.05.22,2015.07.27,80602,9.85,외국 in 한국,536153,wae_hangook,53
2295,2013.05.24,2015.07.27,78811,9.85,외국 in 한국,536153,wae_hangook,54
2533,2013.05.27,2015.07.27,78125,9.88,외국 in 한국,536153,wae_hangook,55
3281,2013.05.29,2015.07.27,79014,9.91,외국 in 한국,536153,wae_hangook,56
2648,2013.05.31,2015.07.27,75229,9.90,외국 in 한국,536153,wae_hangook,57
2762,2013.06.03,2015.07.27,76838,9.90,외국 in 한국,536153,wae_hangook,58
2699,2013.06.05,2015.07.27,77867,9.90,외국 in 한국,536153,wae_hangook,59
2654,2013.06.07,2015.07.27,76322,9.91,외국 in 한국,536153,wae_hangook,60
2681,2013.06.10,2015.07.27,76967,9.92,외국 in 한국,536153,wae_hangook,61
2497,2013.06.12,2015.07.27,75596,9.92,외국 in 한국,536153,wae_hangook,62
3142,2013.06.14,2015.07.27,75843,9.93,외국 in 한국,536153,wae_hangook,63
2803,2013.06.17,2015.07.27,75573,9.92,외국 in 한국,536153,wae_hangook,64
2679,2013.06.19,2015.07.27,72741,9.92,외국 in 한국,536153,wae_hangook,65
2600,2013.06.21,2015.07.27,74791,9.90,외국 in 한국,536153,wae_hangook,66
2507,2013.06.24,2015.07.27,72733,9.90,외국 in 한국,536153,wae_hangook,67
2650,2013.06.26,2015.07.27,73768,9.91,외국 in 한국,536153,wae_hangook,68
2396,2013.06.28,2015.07.27,74089,9.91,외국 in 한국,536153,wae_hangook,69
3141,2013.06.29,2015.07.27,76634,9.92,외국 in 한국,536153,wae_hangook,70
3598,2013.08.05,2015.07.27,70086,9.93,외국 in 한국,536153,wae_hangook,71
2769,2013.08.09,2015.07.27,67683,9.93,외국 in 한국,536153,wae_hangook,72
2559,2013.08.12,2015.07.27,66756,9.91,외국 in 한국,536153,wae_hangook,73
2412,2013.08.16,2015.07.27,65832,9.91,외국 in 한국,536153,wae_hangook,74
2474,2013.08.19,2015.07.27,66524,9.91,외국 in 한국,536153,wae_hangook,75
2477,2013.08.23,2015.07.27,66436,9.90,외국 in 한국,536153,wae_hangook,76
2499,2013.08.26,2015.07.27,64989,9.91,외국 in 한국,536153,wae_hangook,77
2219,2013.08.30,2015.07.27,64531,9.90,외국 in 한국,536153,wae_hangook,78
2303,2013.09.02,2015.07.27,63545,9.91,외국 in 한국,536153,wae_hangook,79
2386,2013.09.06,2015.07.27,64744,9.90,외국 in 한국,536153,wae_hangook,80
2438,2013.09.09,2015.07.27,63267,9.88,외국 in 한국,536153,wae_hangook,81
2121,2013.09.13,2015.07.27,60956,9.90,외국 in 한국,536153,wae_hangook,82
2023,2013.09.16,2015.07.27,62515,9.90,외국 in 한국,536153,wae_hangook,83
2472,2013.09.20,2015.07.27,60895,9.91,외국 in 한국,536153,wae_hangook,84
2122,2013.09.23,2015.07.27,62379,9.91,외국 in 한국,536153,wae_hangook,85
2281,2013.09.27,2015.07.27,62220,9.92,외국 in 한국,536153,wae_hangook,86
2169,2013.09.30,2015.07.27,60896,9.90,외국 in 한국,536153,wae_hangook,87
2078,2013.10.04,2015.07.27,57296,9.90,외국 in 한국,536153,wae_hangook,88
2097,2013.10.07,2015.07.27,56694,9.91,외국 in 한국,536153,wae_hangook,89
1731,2013.10.11,2015.07.27,55913,9.88,외국 in 한국,536153,wae_hangook,90
2148,2013.10.14,2015.07.27,56244,9.90,외국 in 한국,536153,wae_hangook,91
2892,2013.10.18,2015.07.27,56992,9.70,외국 in 한국,536153,wae_hangook,92
2200,2013.10.21,2015.07.27,55371,9.91,외국 in 한국,536153,wae_hangook,93
2108,2013.10.25,2015.07.27,54995,9.92,외국 in 한국,536153,wae_hangook,94
1965,2013.10.28,2015.07.27,54968,9.90,외국 in 한국,536153,wae_hangook,95
1897,2013.11.01,2015.07.27,51725,9.72,외국 in 한국,536153,wae_hangook,96
1948,2013.11.04,2015.07.27,54790,9.90,외국 in 한국,536153,wae_hangook,97
1871,2013.11.08,2015.07.27,50236,9.89,외국 in 한국,536153,wae_hangook,98
1833,2013.11.11,2015.07.27,49428,9.91,외국 in 한국,536153,wae_hangook,99
1515,2013.11.15,2015.07.27,49090,9.92,외국 in 한국,536153,wae_hangook,100
1715,2013.11.18,2015.07.27,50938,9.91,외국 in 한국,536153,wae_hangook,101
1903,2013.11.22,2015.07.27,49726,9.93,외국 in 한국,536153,wae_hangook,102
1589,2013.11.25,2015.07.27,50436,9.92,외국 in 한국,536153,wae_hangook,103
1660,2013.11.29,2015.07.27,46807,9.93,외국 in 한국,536153,wae_hangook,104
1837,2013.12.02,2015.07.27,51106,9.89,외국 in 한국,536153,wae_hangook,105
2050,2013.12.06,2015.07.27,49108,9.92,외국 in 한국,536153,wae_hangook,106
1578,2013.12.09,2015.07.27,56303,9.89,외국 in 한국,536153,wae_hangook,107
1623,2013.12.13,2015.07.27,50495,9.90,외국 in 한국,536153,wae_hangook,108
1548,2013.12.16,2015.07.27,56403,9.86,외국 in 한국,536153,wae_hangook,109
1606,2013.12.20,2015.07.27,53590,9.90,외국 in 한국,536153,wae_hangook,110
1948,2013.12.22,2015.07.27,61282,9.89,외국 in 한국,536153,wae_hangook,111
1997,2014.02.11,2015.07.27,52680,9.90,외국 in 한국,536153,wae_hangook,112
1714,2014.02.14,2015.07.27,50718,9.91,외국 in 한국,536153,wae_hangook,113
1526,2014.02.25,2015.07.27,52492,9.88,외국 in 한국,536153,wae_hangook,114
1370,2014.03.07,2015.07.27,49428,9.87,외국 in 한국,536153,wae_hangook,115
1423,2014.03.14,2015.07.27,49806,9.87,외국 in 한국,536153,wae_hangook,116
1423,2014.03.26,2015.07.27,51254,9.86,외국 in 한국,536153,wae_hangook,117
1485,2014.04.12,2015.07.27,52340,9.89,외국 in 한국,536153,wae_hangook,118
1506,2014.04.26,2015.07.27,42545,9.91,외국 in 한국,536153,wae_hangook,119
1315,2014.05.05,2015.07.27,45592,9.91,외국 in 한국,536153,wae_hangook,120
1405,2014.05.15,2015.07.27,45005,9.92,외국 in 한국,536153,wae_hangook,121
1412,2014.05.27,2015.07.27,41771,9.91,외국 in 한국,536153,wae_hangook,122
1560,2014.06.06,2015.07.27,40829,9.92,외국 in 한국,536153,wae_hangook,123
1252,2014.06.15,2015.07.27,39990,9.90,외국 in 한국,536153,wae_hangook,124
1227,2014.06.23,2015.07.27,38842,9.90,외국 in 한국,536153,wae_hangook,125
1451,2014.07.03,2015.07.27,41849,9.89,외국 in 한국,536153,wae_hangook,126
1077,2014.07.06,2015.07.27,37873,9.87,외국 in 한국,536153,wae_hangook,127
1361,2014.07.19,2015.07.27,41183,9.90,외국 in 한국,536153,wae_hangook,128
1117,2014.07.26,2015.07.27,35035,9.89,외국 in 한국,536153,wae_hangook,129
1208,2014.08.05,2015.07.27,36001,9.91,외국 in 한국,536153,wae_hangook,130
1238,2014.08.11,2015.07.27,34135,9.90,외국 in 한국,536153,wae_hangook,131
1225,2014.08.20,2015.07.27,33824,9.91,외국 in 한국,536153,wae_hangook,132
1255,2014.08.25,2015.07.27,36766,9.91,외국 in 한국,536153,wae_hangook,133
1087,2014.09.03,2015.07.27,41984,9.85,외국 in 한국,536153,wae_hangook,135
1080,2014.09.24,2015.07.27,35816,9.92,외국 in 한국,536153,wae_hangook,136
1087,2014.09.30,2015.07.27,34219,9.93,외국 in 한국,536153,wae_hangook,137
1159,2014.10.08,2015.07.27,33045,9.94,외국 in 한국,536153,wae_hangook,139
1104,2014.10.17,2015.07.27,32842,9.91,외국 in 한국,536153,wae_hangook,141
913,2014.10.27,2015.07.27,32537,9.84,외국 in 한국,536153,wae_hangook,142
1075,2014.11.11,2015.07.27,30846,9.93,외국 in 한국,536153,wae_hangook,143
1001,2014.11.21,2015.07.27,26941,9.93,외국 in 한국,536153,wae_hangook,144
887,2014.11.28,2015.07.27,27115,9.92,외국 in 한국,536153,wae_hangook,145
975,2014.12.08,2015.07.27,29872,9.92,외국 in 한국,536153,wae_hangook,146
1079,2014.12.16,2015.07.27,28506,9.92,외국 in 한국,536153,wae_hangook,147
974,2015.01.01,2015.07.27,24011,9.94,외국 in 한국,536153,wae_hangook,148
1140,2015.01.08,2015.07.27,24014,9.90,외국 in 한국,536153,wae_hangook,149
818,2015.01.12,2015.07.27,21876,9.90,외국 in 한국,536153,wae_hangook,150
551,2015.01.13,2015.07.27,20220,9.82,외국 in 한국,536153,wae_hangook,151
924,2015.01.19,2015.07.27,24261,9.91,외국 in 한국,536153,wae_hangook,152
981,2015.01.25,2015.07.27,26032,9.89,외국 in 한국,536153,wae_hangook,153
483,2015.02.02,2015.07.27,19374,9.83,외국 in 한국,536153,wae_hangook,154
839,2015.02.17,2015.07.27,20366,9.88,외국 in 한국,536153,wae_hangook,155
825,2015.02.23,2015.07.27,21741,9.86,외국 in 한국,536153,wae_hangook,156
688,2015.03.03,2015.07.27,21928,9.82,외국 in 한국,536153,wae_hangook,157
725,2015.03.10,2015.07.27,21897,9.82,외국 in 한국,536153,wae_hangook,158
872,2015.03.17,2015.07.27,19693,9.86,외국 in 한국,536153,wae_hangook,159
626,2015.03.31,2015.07.27,19994,9.88,외국 in 한국,536153,wae_hangook,160
637,2015.04.07,2015.07.27,16069,9.87,외국 in 한국,536153,wae_hangook,161
625,2015.04.14,2015.07.27,18031,9.90,외국 in 한국,536153,wae_hangook,162
570,2015.04.27,2015.07.27,17388,9.94,외국 in 한국,536153,wae_hangook,163
497,2015.05.11,2015.07.27,13679,9.91,외국 in 한국,536153,wae_hangook,164
454,2015.05.12,2015.07.27,12934,9.89,외국 in 한국,536153,wae_hangook,165
430,2015.05.13,2015.07.27,13096,9.87,외국 in 한국,536153,wae_hangook,167
434,2015.05.14,2015.07.27,13142,9.89,외국 in 한국,536153,wae_hangook,168
536,2015.05.15,2015.07.27,15247,9.89,외국 in 한국,536153,wae_hangook,169
492,2015.05.26,2015.07.27,16730,9.90,외국 in 한국,536153,wae_hangook,170
570,2015.06.11,2015.07.27,13241,9.90,외국 in 한국,536153,wae_hangook,171
506,2015.06.22,2015.07.27,12425,9.96,외국 in 한국,536153,wae_hangook,172
398,2015.07.13,2015.07.27,8804,9.95,외국 in 한국,536153,wae_hangook,173
232,2015.07.27,2015.07.27,3976,10.00,외국 in 한국,536153,wae_hangook,174
403,2014.06.22,2015.07.27,41764,9.82,틈새의주인,628068,heareall,2
283,2014.06.28,2015.07.27,31674,9.90,틈새의주인,628068,heareall,3
221,2014.07.08,2015.07.27,22578,9.84,틈새의주인,628068,heareall,4
207,2014.07.16,2015.07.27,20574,9.91,틈새의주인,628068,heareall,5
337,2014.07.23,2015.07.27,20087,9.91,틈새의주인,628068,heareall,6
325,2014.07.30,2015.07.27,21545,9.93,틈새의주인,628068,heareall,7
262,2014.08.08,2015.07.27,18272,9.90,틈새의주인,628068,heareall,8
260,2014.08.17,2015.07.27,16751,9.86,틈새의주인,628068,heareall,9
226,2014.08.26,2015.07.27,15895,9.88,틈새의주인,628068,heareall,10
227,2014.09.06,2015.07.27,14807,9.84,틈새의주인,628068,heareall,11
189,2014.09.18,2015.07.27,13152,9.90,틈새의주인,628068,heareall,12
182,2014.10.05,2015.07.27,12289,9.86,틈새의주인,628068,heareall,14
151,2014.10.19,2015.07.27,12557,9.91,틈새의주인,628068,heareall,15
138,2014.11.01,2015.07.27,11073,9.87,틈새의주인,628068,heareall,16
151,2014.11.17,2015.07.27,10050,9.88,틈새의주인,628068,heareall,17
180,2014.11.30,2015.07.27,10164,9.90,틈새의주인,628068,heareall,18
99,2014.12.14,2015.07.27,3774,9.91,틈새의주인,628068,heareall,19
135,2014.12.29,2015.07.27,10335,9.93,틈새의주인,628068,heareall,20
151,2015.01.30,2015.07.27,9517,9.88,틈새의주인,628068,heareall,21
175,2015.02.09,2015.07.27,9454,9.90,틈새의주인,628068,heareall,22
154,2015.02.17,2015.07.27,9845,9.88,틈새의주인,628068,heareall,23
141,2015.03.13,2015.07.27,10467,9.87,틈새의주인,628068,heareall,24
120,2015.03.26,2015.07.27,8701,9.92,틈새의주인,628068,heareall,25
118,2015.04.18,2015.07.27,7731,9.92,틈새의주인,628068,heareall,26
121,2015.05.13,2015.07.27,7048,9.93,틈새의주인,628068,heareall,27
114,2015.05.29,2015.07.27,7693,9.76,틈새의주인,628068,heareall,28
110,2015.06.11,2015.07.27,6475,9.84,틈새의주인,628068,heareall,29
131,2015.07.04,2015.07.27,7867,9.73,틈새의주인,628068,heareall,30
97,2015.07.24,2015.07.27,5060,9.81,틈새의주인,628068,heareall,31
37,2015.07.27,2015.07.27,1950,9.76,틈새의주인,628068,heareall,32
